User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
U02684,David Ahmed,P9643,Female,26-35,37,Single,Delhi,North,Engineer,Furniture,2,16194,,
U02685,Olivia Martinez,P2945,Male,26-35,41,Single,Riyadh,Central,Teacher,Clothing,9,30543,,
U02686,Mohammed Khan,P3093,Male,46-55,36,Married,Delhi,Central,Analyst,Sports,9,33939,,
U02687,Olivia Brown,P8024,Male,46-55,42,Single,Medina,Central,Analyst,Beauty,10,37872,,
U02688,Mohammed Patel,P9299,Male,18-25,28,Married,Dammam,North,Accountant,Beauty,2,25833,,
U02689,Sophia Patel,P8804,Female,36-45,18,Single,Riyadh,Central,Manager,Electronics,9,3919,,
U02690,Olivia Johnson,P2468,Male,55+,51,Single,Medina,South,Engineer,Furniture,2,23172,,
U02691,John Ahmed,P7531,Male,46-55,51,Single,Makkah,East,Sales,Electronics,1,15020,,
U02692,Daniel Johnson,P9319,Female,46-55,20,Single,Texas,East,Teacher,Furniture,9,6821,,
U02693,Ali Garcia,P1952,Male,36-45,20,Single,Medina,South,Developer,Furniture,9,45586,,
U02694,Olivia Ahmed,P4075,Male,26-35,52,Married,Delhi,Central,Teacher,Electronics,10,33429,,
U02695,Aisha Martinez,P7607,Female,55+,25,Single,Medina,North,Accountant,Sports,5,33565,,
U02696,Sophia Brown,P3466,Female,55+,44,Married,Texas,North,Sales,Beauty,10,40127,,
U02697,John Wilson,P9003,Female,46-55,20,Married,Jeddah,Central,Engineer,Sports,6,32006,,
U02698,Daniel Brown,P4778,Male,26-35,30,Single,Texas,Central,Sales,Clothing,3,25012,,
U02699,Ahmed Patel,P2005,Female,18-25,18,Married,Mumbai,West,Engineer,Electronics,6,25169,,
U02700,Aisha Ahmed,P9262,Female,55+,50,Married,Medina,Central,Developer,Groceries,9,41756,,
U02701,Sophia Patel,P2945,Female,26-35,19,Married,Dammam,West,Sales,Clothing,3,18152,,
U02702,John Brown,P7383,Male,18-25,45,Single,New York,Central,Engineer,Clothing,4,10099,,
U02703,Ahmed Wilson,P7221,Female,46-55,28,Married,Mumbai,North,Accountant,Sports,10,6401,,
U02704,Olivia Johnson,P3430,Female,18-25,19,Single,Jeddah,Central,Engineer,Furniture,3,24302,,
U02705,Michael Smith,P6907,Female,55+,19,Married,New York,South,Engineer,Groceries,1,40725,,
U02706,Sophia Garcia,P9826,Female,26-35,24,Single,Texas,South,Engineer,Electronics,8,6234,,
U02707,Ali Garcia,P6584,Male,26-35,32,Married,Delhi,Central,Developer,Furniture,10,33116,,
U02708,Ahmed Smith,P7913,Female,26-35,38,Married,Jeddah,West,Student,Groceries,9,27879,,
U02709,Michael Smith,P8581,Female,36-45,53,Single,California,North,Student,Groceries,10,36854,,
U02710,Sara Martinez,P9168,Male,55+,34,Married,New York,North,Manager,Groceries,10,42832,,
U02711,Ali Brown,P2124,Male,18-25,38,Married,Medina,South,Teacher,Clothing,8,9360,,
U02712,David Johnson,P4736,Female,26-35,34,Married,California,West,Analyst,Electronics,1,21579,,
U02713,Michael Ahmed,P2128,Female,36-45,38,Married,Makkah,South,Analyst,Groceries,4,13766,,
U02714,Emily Brown,P5540,Female,26-35,38,Single,Texas,Central,Student,Electronics,3,3261,,
U02715,Ahmed Wilson,P7794,Female,46-55,45,Single,Dammam,North,Teacher,Clothing,7,4540,,
U02716,Sara Smith,P8629,Female,46-55,35,Single,California,Central,Student,Sports,5,13144,,
U02717,Michael Ahmed,P2017,Female,55+,53,Single,Delhi,South,Sales,Groceries,7,44168,,
U02718,Olivia Patel,P5292,Female,18-25,45,Married,California,Central,Manager,Beauty,5,22889,,
U02719,Michael Garcia,P8233,Male,36-45,38,Single,Jeddah,North,Analyst,Groceries,1,28284,,
U02720,Ali Patel,P8948,Female,36-45,29,Married,Texas,Central,Manager,Sports,7,35129,,
U02721,Michael Smith,P5879,Female,26-35,20,Single,Makkah,East,Teacher,Clothing,4,5578,,
U02722,Sara Johnson,P4732,Female,46-55,32,Married,Makkah,Central,Sales,Clothing,8,40064,,
U02723,Sara Khan,P2869,Female,36-45,51,Married,Delhi,North,Developer,Clothing,4,15300,,
U02724,Daniel Smith,P8080,Male,26-35,35,Single,Delhi,North,Student,Groceries,7,5102,,
U02725,Michael Khan,P2781,Male,46-55,50,Single,Riyadh,North,Accountant,Furniture,2,42275,,
U02726,Sophia Ahmed,P6071,Male,26-35,57,Single,California,East,Engineer,Clothing,1,43070,,
U02727,David Wilson,P9799,Female,36-45,37,Single,Riyadh,South,Developer,Electronics,4,28548,,
U02728,Daniel Brown,P3207,Female,46-55,22,Single,Makkah,South,Manager,Furniture,4,32504,,
U02729,Daniel Garcia,P6832,Female,18-25,53,Single,Mumbai,West,Student,Electronics,5,10120,,
U02730,Mohammed Brown,P4846,Female,46-55,56,Single,Jeddah,West,Engineer,Sports,9,19933,,
U02731,Ali Patel,P9832,Male,18-25,20,Married,Medina,South,Sales,Beauty,6,24005,,
U02732,Daniel Garcia,P2056,Female,36-45,58,Married,Medina,East,Sales,Groceries,8,7856,,
U02733,Sara Johnson,P4610,Male,36-45,29,Married,Makkah,South,Engineer,Sports,6,7075,,
U02734,Emily Johnson,P5752,Female,18-25,30,Single,California,East,Engineer,Groceries,4,3436,,
U02735,Ahmed Brown,P9498,Male,26-35,31,Single,California,North,Student,Sports,3,13500,,
U02736,Olivia Patel,P7521,Female,46-55,31,Single,Texas,North,Developer,Clothing,6,18814,,
U02737,Ali Garcia,P5880,Female,26-35,28,Married,Riyadh,North,Manager,Clothing,1,28019,,
U02738,John Johnson,P6372,Male,26-35,32,Single,California,West,Manager,Electronics,1,12584,,
U02739,Michael Smith,P6103,Female,26-35,38,Married,Dammam,North,Student,Furniture,4,3194,,
U02740,Emily Garcia,P7795,Male,55+,44,Married,Mumbai,Central,Student,Groceries,4,9841,,
U02741,Ali Ahmed,P7745,Female,36-45,37,Married,Medina,West,Sales,Sports,5,49488,,
U02742,Sara Patel,P6333,Female,46-55,30,Married,Texas,South,Teacher,Groceries,7,7388,,
U02743,Sophia Brown,P9355,Female,18-25,54,Single,Medina,West,Analyst,Sports,4,36212,,
U02744,Daniel Patel,P4940,Male,18-25,38,Married,Makkah,South,Student,Electronics,8,13098,,
U02745,Mohammed Brown,P6025,Male,36-45,56,Married,California,West,Manager,Clothing,8,10577,,
U02746,Aisha Garcia,P8525,Male,36-45,36,Single,Dammam,South,Student,Beauty,4,37117,,
U02747,Aisha Brown,P2169,Male,18-25,32,Married,Makkah,East,Developer,Electronics,3,23141,,
U02748,Emily Martinez,P3118,Female,26-35,51,Single,Medina,Central,Sales,Beauty,4,25185,,
U02749,Olivia Wilson,P7853,Male,26-35,34,Single,Medina,South,Student,Clothing,9,17387,,
U02750,Ahmed Patel,P4582,Male,36-45,33,Single,Dammam,East,Teacher,Electronics,1,21929,,
U02751,John Patel,P9099,Male,46-55,36,Married,Dammam,Central,Engineer,Electronics,1,13457,,
U02752,Sophia Ahmed,P9355,Male,46-55,19,Married,Makkah,South,Teacher,Clothing,3,3032,,
U02753,Olivia Garcia,P4363,Female,26-35,18,Single,New York,South,Developer,Furniture,2,10485,,
U02754,Aisha Johnson,P1960,Male,36-45,40,Married,New York,West,Engineer,Groceries,8,20098,,
U02755,Daniel Wilson,P1342,Male,55+,50,Single,Medina,West,Teacher,Sports,1,48805,,
U02756,Sara Johnson,P2437,Female,26-35,53,Single,New York,South,Analyst,Furniture,10,40135,,
U02757,John Johnson,P3760,Male,55+,36,Married,Delhi,North,Sales,Groceries,7,9276,,
U02758,Olivia Wilson,P7775,Female,46-55,20,Married,California,West,Accountant,Beauty,6,17549,,
U02759,Mohammed Brown,P6055,Female,18-25,35,Married,Delhi,East,Manager,Electronics,2,45407,,
U02760,Olivia Khan,P2538,Male,26-35,60,Married,Medina,West,Student,Furniture,4,10744,,
U02761,Mohammed Johnson,P7344,Male,46-55,39,Single,Dammam,North,Sales,Beauty,4,16580,,
U02762,Olivia Brown,P3245,Male,46-55,43,Single,California,North,Analyst,Beauty,9,26194,,
U02763,David Brown,P9373,Male,18-25,21,Single,Makkah,North,Student,Furniture,10,2388,,
U02764,Michael Ahmed,P8654,Male,26-35,27,Married,Dammam,North,Engineer,Furniture,9,27411,,
U02765,John Smith,P4346,Male,55+,51,Single,Medina,South,Accountant,Furniture,4,38966,,
U02766,Olivia Johnson,P8940,Male,36-45,24,Single,Jeddah,Central,Manager,Sports,2,41436,,
U02767,Ali Brown,P8935,Male,46-55,19,Single,Texas,Central,Student,Clothing,9,18701,,
U02768,Olivia Martinez,P8777,Female,46-55,23,Married,Jeddah,North,Manager,Sports,1,17548,,
U02769,Sara Khan,P4946,Female,26-35,51,Married,Delhi,Central,Analyst,Furniture,6,7254,,
U02770,Sara Garcia,P3954,Male,18-25,21,Single,Medina,Central,Developer,Sports,5,24619,,
U02771,Michael Brown,P8537,Female,46-55,35,Married,Riyadh,East,Manager,Groceries,1,4122,,
U02772,Ahmed Wilson,P7539,Female,26-35,48,Married,Jeddah,Central,Developer,Electronics,7,23044,,
U02773,Michael Garcia,P3582,Female,46-55,38,Single,Texas,South,Sales,Clothing,7,9677,,
U02774,Sara Garcia,P6159,Female,46-55,46,Single,Dammam,Central,Engineer,Furniture,10,13289,,
U02775,David Khan,P8956,Female,55+,33,Single,Riyadh,North,Sales,Groceries,1,38278,,
U02776,Mohammed Ahmed,P9785,Male,26-35,42,Married,Riyadh,North,Accountant,Groceries,2,4386,,
U02777,Ali Johnson,P4056,Male,26-35,29,Married,Dammam,West,Teacher,Sports,2,41932,,
U02778,David Khan,P8140,Male,26-35,25,Single,Delhi,West,Engineer,Furniture,8,27681,,
U02779,Ali Johnson,P5221,Female,26-35,41,Married,Medina,South,Student,Sports,4,3522,,
U02780,Ahmed Khan,P4576,Female,55+,35,Single,Delhi,Central,Accountant,Clothing,4,13807,,
U02781,Ahmed Martinez,P2399,Female,18-25,60,Single,Makkah,West,Engineer,Groceries,10,28750,,
U02782,Michael Smith,P6619,Male,18-25,44,Married,Dammam,South,Accountant,Sports,8,11788,,
U02783,Daniel Johnson,P2395,Male,46-55,18,Married,Riyadh,East,Manager,Sports,5,27376,,
U02784,Emily Smith,P7784,Male,18-25,27,Single,Mumbai,East,Engineer,Furniture,5,43340,,
U02785,Emily Garcia,P3668,Female,18-25,18,Married,Dammam,Central,Engineer,Clothing,9,2551,,
U02786,Ahmed Smith,P5492,Male,36-45,44,Married,Jeddah,North,Teacher,Clothing,5,18673,,
U02787,Sophia Patel,P8720,Female,36-45,55,Single,Dammam,North,Student,Clothing,6,43971,,
U02788,Aisha Garcia,P2956,Male,55+,20,Married,Delhi,Central,Teacher,Electronics,3,34080,,
U02789,Daniel Garcia,P7796,Male,55+,23,Single,New York,Central,Analyst,Sports,7,35993,,
U02790,Daniel Khan,P1961,Female,26-35,27,Married,Medina,West,Analyst,Furniture,5,8130,,
U02791,Sara Smith,P3436,Male,55+,39,Single,Mumbai,Central,Teacher,Beauty,7,2354,,
U02792,Emily Patel,P4026,Male,26-35,28,Married,Mumbai,Central,Student,Sports,7,43231,,
U02793,Ahmed Johnson,P1576,Male,55+,34,Single,Jeddah,East,Sales,Electronics,1,18075,,
U02794,David Garcia,P6924,Male,26-35,48,Married,Riyadh,South,Accountant,Sports,5,10614,,
U02795,Daniel Khan,P4318,Male,18-25,33,Married,Riyadh,East,Accountant,Beauty,4,7634,,
U02796,Daniel Khan,P8955,Male,55+,23,Married,California,Central,Manager,Sports,8,41765,,
U02797,David Martinez,P5559,Male,46-55,50,Married,New York,North,Teacher,Sports,5,13312,,
U02798,John Garcia,P1803,Female,18-25,55,Married,New York,Central,Student,Beauty,4,15381,,
U02799,John Johnson,P4461,Female,55+,38,Married,Mumbai,West,Developer,Electronics,7,47922,,
U02800,Aisha Patel,P7353,Male,46-55,57,Married,Mumbai,East,Accountant,Groceries,6,14846,,
U02801,Olivia Patel,P2919,Female,55+,49,Single,Makkah,Central,Developer,Clothing,10,15054,,
U02802,Olivia Wilson,P9915,Male,55+,60,Single,Riyadh,East,Teacher,Sports,5,40163,,
U02803,Michael Ahmed,P3891,Female,18-25,55,Married,Dammam,South,Manager,Clothing,10,48138,,
U02804,Mohammed Wilson,P4931,Male,36-45,27,Single,Makkah,Central,Student,Electronics,8,17105,,
U02805,Mohammed Ahmed,P9075,Male,46-55,30,Married,Delhi,West,Accountant,Beauty,7,11492,,
U02806,Olivia Johnson,P3028,Female,46-55,47,Single,Texas,East,Accountant,Furniture,10,37137,,
U02807,Michael Lee,P9569,Male,55+,25,Married,Riyadh,East,Accountant,Clothing,6,44267,,
U02808,Ali Khan,P4302,Female,18-25,36,Single,Makkah,South,Accountant,Clothing,9,22238,,
U02809,Mohammed Wilson,P7684,Male,18-25,33,Married,Jeddah,South,Engineer,Groceries,10,42938,,
U02810,Mohammed Lee,P1193,Male,55+,44,Single,New York,Central,Accountant,Electronics,9,4829,,
U02811,Aisha Ahmed,P1033,Male,36-45,55,Married,Medina,West,Manager,Clothing,3,31708,,
U02812,Mohammed Garcia,P6034,Female,36-45,28,Single,Medina,Central,Accountant,Groceries,3,34537,,
U02813,Ahmed Wilson,P2172,Male,46-55,47,Married,New York,South,Analyst,Groceries,7,14424,,
U02814,Emily Khan,P5319,Male,55+,46,Married,New York,East,Sales,Electronics,9,33830,,
U02815,Ahmed Brown,P9621,Male,46-55,41,Single,California,South,Developer,Furniture,1,25124,,
U02816,John Ahmed,P6058,Male,26-35,51,Married,New York,West,Engineer,Electronics,9,36853,,
U02817,Olivia Lee,P3671,Female,26-35,35,Single,Delhi,Central,Engineer,Groceries,9,10075,,
U02818,Emily Patel,P1899,Male,46-55,55,Married,Dammam,West,Engineer,Sports,2,46025,,
U02819,Mohammed Khan,P9624,Female,36-45,51,Married,New York,North,Developer,Furniture,1,15783,,
U02820,Aisha Johnson,P8735,Male,18-25,29,Single,New York,North,Sales,Beauty,6,694,,
U02821,John Khan,P3070,Male,46-55,53,Married,California,East,Manager,Electronics,10,16616,,
U02822,Olivia Ahmed,P9334,Male,18-25,23,Married,Makkah,North,Student,Sports,6,8724,,
U02823,Ahmed Patel,P9576,Male,26-35,29,Married,Makkah,Central,Sales,Beauty,8,19980,,
U02824,Michael Lee,P8259,Male,26-35,48,Single,Mumbai,Central,Accountant,Groceries,4,10668,,
U02825,Mohammed Wilson,P7391,Female,26-35,42,Married,New York,North,Teacher,Electronics,8,33328,,
U02826,Aisha Brown,P5998,Male,36-45,43,Single,Medina,North,Teacher,Sports,8,38807,,
U02827,Sara Martinez,P9275,Female,55+,47,Single,Makkah,Central,Student,Furniture,6,35744,,
U02828,Sara Brown,P6299,Female,18-25,47,Married,Jeddah,North,Manager,Groceries,2,12995,,
U02829,Aisha Johnson,P8713,Male,36-45,27,Single,Delhi,North,Teacher,Clothing,5,10179,,
U02830,Emily Lee,P6813,Female,18-25,27,Single,Dammam,East,Developer,Electronics,5,23057,,
U02831,Emily Martinez,P4710,Female,46-55,58,Married,Delhi,East,Engineer,Beauty,2,32740,,
U02832,Michael Martinez,P4697,Female,18-25,56,Single,Dammam,North,Engineer,Electronics,3,46812,,
U02833,Sara Garcia,P2583,Female,36-45,30,Married,Texas,South,Engineer,Beauty,7,6947,,
U02834,Michael Smith,P3423,Female,46-55,46,Single,Medina,West,Student,Beauty,8,5465,,
U02835,Sara Garcia,P2191,Female,46-55,53,Married,Jeddah,North,Developer,Electronics,7,43114,,
U02836,Ahmed Smith,P9346,Male,46-55,30,Single,Medina,East,Student,Groceries,9,49490,,
U02837,Daniel Wilson,P7426,Female,36-45,39,Married,Jeddah,East,Analyst,Sports,1,33608,,
U02838,Michael Martinez,P7534,Female,18-25,21,Single,Mumbai,Central,Sales,Sports,3,45620,,
U02839,Emily Khan,P6389,Male,26-35,36,Single,Jeddah,East,Developer,Groceries,1,16334,,
U02840,Sophia Johnson,P4176,Female,46-55,49,Single,California,North,Engineer,Beauty,3,13448,,
U02841,Sara Johnson,P1887,Female,26-35,42,Married,Makkah,East,Sales,Clothing,9,20500,,
U02842,David Patel,P3127,Female,18-25,45,Married,Texas,North,Student,Sports,2,35745,,
U02843,Ahmed Khan,P4425,Male,36-45,39,Single,Medina,North,Developer,Electronics,1,46589,,
U02844,Sara Johnson,P4222,Male,55+,19,Married,Texas,Central,Sales,Clothing,3,4331,,
U02845,Aisha Martinez,P7004,Female,55+,38,Single,Makkah,West,Accountant,Clothing,5,21600,,
U02846,Ahmed Smith,P4488,Male,36-45,47,Married,Dammam,North,Teacher,Groceries,4,21271,,
U02847,Olivia Lee,P7583,Male,46-55,24,Married,Jeddah,East,Sales,Furniture,3,15366,,
U02848,Ahmed Khan,P4620,Male,26-35,60,Single,California,South,Engineer,Sports,6,15276,,
U02849,Daniel Patel,P2653,Female,18-25,38,Single,California,West,Sales,Electronics,6,37373,,
U02850,Daniel Brown,P3715,Male,36-45,38,Single,New York,Central,Teacher,Groceries,7,19063,,
U02851,Sophia Patel,P2616,Male,55+,43,Married,New York,South,Student,Clothing,4,8741,,
U02852,Ali Khan,P6187,Male,18-25,32,Single,Dammam,West,Analyst,Electronics,8,31536,,
U02853,Aisha Patel,P2694,Female,46-55,44,Married,Jeddah,South,Developer,Clothing,7,17052,,
U02854,Daniel Smith,P2501,Female,18-25,35,Married,Dammam,South,Sales,Groceries,3,49515,,
U02855,Ahmed Garcia,P3032,Male,26-35,18,Married,Medina,West,Manager,Beauty,6,20224,,
U02856,Daniel Martinez,P9440,Female,36-45,47,Married,Makkah,North,Accountant,Sports,5,3350,,
U02857,Emily Garcia,P7757,Male,46-55,60,Married,Riyadh,South,Sales,Clothing,5,48329,,
U02858,David Brown,P4137,Male,26-35,43,Married,Medina,North,Manager,Furniture,9,14527,,
U02859,Daniel Lee,P8741,Female,46-55,49,Married,Mumbai,North,Student,Furniture,1,10729,,
U02860,David Martinez,P7106,Male,55+,59,Married,Riyadh,East,Accountant,Clothing,5,47867,,
U02861,John Khan,P3767,Female,18-25,33,Married,Texas,Central,Student,Groceries,2,14639,,
U02862,Ali Brown,P1014,Male,18-25,31,Single,Delhi,East,Engineer,Clothing,5,10580,,
U02863,Olivia Wilson,P7539,Male,46-55,53,Married,California,South,Student,Beauty,9,19086,,
U02864,Michael Khan,P4916,Male,18-25,54,Single,Jeddah,East,Developer,Clothing,4,18768,,
U02865,John Wilson,P3546,Male,26-35,40,Married,Delhi,South,Teacher,Clothing,1,38097,,
U02866,Aisha Patel,P5661,Female,36-45,43,Single,Riyadh,Central,Manager,Beauty,9,22668,,
U02867,Ali Martinez,P5330,Female,46-55,22,Married,Texas,South,Accountant,Furniture,5,9789,,
U02868,Sara Garcia,P4558,Female,36-45,48,Single,Delhi,Central,Teacher,Beauty,10,18803,,
U02869,Michael Smith,P8510,Male,36-45,32,Single,California,North,Student,Sports,6,24529,,
U02870,Aisha Khan,P9286,Female,55+,26,Married,Jeddah,West,Developer,Furniture,7,30877,,
U02871,Sophia Wilson,P7905,Female,18-25,58,Married,Jeddah,North,Accountant,Sports,10,26379,,
U02872,Daniel Garcia,P9911,Female,26-35,34,Married,California,Central,Student,Clothing,4,27071,,
U02873,Sophia Ahmed,P3549,Female,36-45,41,Single,California,South,Manager,Furniture,1,25735,,
U02874,Ahmed Smith,P5681,Male,36-45,38,Married,Makkah,East,Manager,Groceries,3,30212,,
U02875,Sophia Wilson,P2346,Female,46-55,43,Married,Makkah,East,Analyst,Clothing,1,2520,,
U02876,Sophia Martinez,P3915,Male,18-25,30,Married,Delhi,West,Sales,Groceries,9,29683,,
U02877,John Johnson,P9583,Male,46-55,47,Single,Riyadh,West,Accountant,Beauty,5,15036,,
U02878,Emily Wilson,P2180,Male,18-25,43,Married,Medina,Central,Developer,Electronics,4,28546,,
U02879,Mohammed Lee,P4916,Female,26-35,22,Single,Delhi,North,Sales,Beauty,4,37502,,
U02880,Aisha Ahmed,P9189,Female,18-25,29,Married,Makkah,Central,Manager,Furniture,9,34062,,
U02881,Mohammed Ahmed,P1463,Female,36-45,26,Single,Dammam,East,Analyst,Clothing,1,34705,,
U02882,Ahmed Wilson,P3155,Male,26-35,27,Single,California,West,Engineer,Sports,2,26733,,
U02883,Emily Khan,P1676,Male,55+,34,Married,Mumbai,West,Student,Sports,9,5164,,
U02884,John Lee,P5075,Male,18-25,50,Married,Makkah,West,Sales,Electronics,8,33745,,
U02885,Olivia Johnson,P8037,Female,46-55,54,Single,New York,Central,Accountant,Sports,5,36648,,
U02886,Ali Patel,P3873,Female,46-55,60,Single,Mumbai,South,Teacher,Electronics,2,12909,,
U02887,Michael Brown,P2143,Male,18-25,19,Married,Jeddah,South,Manager,Clothing,4,13889,,
U02888,Mohammed Lee,P9284,Female,46-55,51,Single,Delhi,East,Student,Beauty,6,40402,,
U02889,Daniel Martinez,P3834,Female,55+,52,Single,New York,North,Accountant,Clothing,7,2737,,
U02890,Emily Khan,P3722,Female,55+,18,Single,Riyadh,West,Accountant,Clothing,4,44267,,
U02891,Sophia Wilson,P5066,Female,36-45,49,Single,Dammam,North,Teacher,Clothing,10,18820,,
U02892,Sara Garcia,P7719,Female,18-25,27,Married,Dammam,East,Teacher,Groceries,4,36961,,
U02893,Ali Khan,P7211,Male,46-55,60,Single,Medina,South,Engineer,Beauty,9,15966,,
U02894,David Brown,P5065,Male,36-45,32,Married,New York,West,Sales,Clothing,6,23613,,
U02895,John Patel,P1625,Male,18-25,37,Married,Mumbai,North,Accountant,Furniture,1,22157,,
U02896,Ahmed Patel,P4420,Female,55+,44,Single,Riyadh,South,Developer,Sports,2,14031,,
U02897,Sara Garcia,P1024,Male,26-35,52,Married,Riyadh,West,Manager,Furniture,5,9185,,
U02898,John Wilson,P5284,Female,46-55,44,Single,New York,Central,Teacher,Beauty,9,6191,,
U02899,Sophia Johnson,P2906,Male,46-55,42,Single,Mumbai,East,Engineer,Beauty,4,42538,,
U02900,Ali Martinez,P1548,Male,26-35,38,Married,Makkah,East,Developer,Beauty,2,47219,,
U02901,Olivia Garcia,P8925,Male,46-55,21,Married,Mumbai,West,Teacher,Groceries,4,7895,,
U02902,Ahmed Garcia,P6927,Male,55+,60,Single,New York,South,Teacher,Sports,2,49399,,
U02903,Sara Lee,P2447,Female,26-35,36,Married,Dammam,East,Teacher,Groceries,8,9850,,
U02904,Sophia Smith,P1185,Female,55+,52,Married,Makkah,South,Sales,Groceries,10,42293,,
U02905,Ahmed Khan,P4751,Female,55+,53,Single,Dammam,West,Sales,Sports,8,45836,,
U02906,Olivia Patel,P5262,Female,46-55,38,Married,California,South,Sales,Groceries,6,6445,,
U02907,Olivia Garcia,P7825,Female,18-25,43,Married,Texas,North,Student,Furniture,7,45039,,
U02908,Ahmed Lee,P1603,Female,36-45,24,Married,Mumbai,South,Manager,Electronics,10,48905,,
U02909,Ali Patel,P2811,Female,26-35,54,Single,Mumbai,North,Student,Furniture,6,32621,,
U02910,Daniel Johnson,P5655,Female,55+,38,Married,Makkah,Central,Sales,Electronics,1,12298,,
U02911,Ali Patel,P3395,Female,55+,28,Single,Jeddah,South,Student,Electronics,3,45121,,
U02912,Sophia Lee,P2815,Male,46-55,44,Single,Texas,West,Analyst,Beauty,9,42997,,
U02913,Daniel Lee,P6448,Male,36-45,42,Married,Riyadh,West,Engineer,Beauty,6,44058,,
U02914,Mohammed Wilson,P5872,Male,26-35,28,Married,Jeddah,West,Engineer,Groceries,6,46489,,
U02915,Daniel Patel,P2183,Male,55+,56,Single,Jeddah,Central,Developer,Sports,5,13196,,
U02916,Ali Wilson,P8136,Female,46-55,52,Single,Delhi,South,Accountant,Electronics,5,2633,,
U02917,Michael Garcia,P3367,Female,55+,29,Single,Riyadh,East,Analyst,Clothing,9,44842,,
U02918,Sara Lee,P4307,Female,26-35,23,Single,Delhi,West,Analyst,Groceries,7,10739,,
U02919,Emily Johnson,P8859,Female,18-25,18,Single,Makkah,West,Accountant,Sports,5,46393,,
U02920,John Smith,P1207,Male,55+,46,Married,New York,East,Teacher,Beauty,7,4494,,
U02921,Michael Johnson,P7776,Male,55+,31,Single,Jeddah,North,Developer,Furniture,10,1820,,
U02922,Emily Johnson,P6655,Male,26-35,58,Single,New York,Central,Accountant,Sports,4,5256,,
U02923,Sophia Patel,P3772,Female,46-55,32,Married,Texas,West,Manager,Electronics,10,14558,,
U02924,Emily Garcia,P5877,Female,36-45,25,Married,Makkah,North,Accountant,Furniture,7,9475,,
U02925,Michael Martinez,P4858,Male,18-25,20,Married,California,South,Developer,Beauty,2,33752,,
U02926,Sophia Johnson,P2217,Female,18-25,50,Single,California,East,Manager,Groceries,1,32641,,
U02927,Daniel Johnson,P8292,Male,55+,60,Single,Dammam,South,Accountant,Clothing,2,31573,,
U02928,Sara Garcia,P6171,Male,18-25,21,Married,Mumbai,North,Engineer,Furniture,3,21033,,
U02929,John Wilson,P7861,Male,55+,28,Married,Delhi,North,Analyst,Clothing,10,49565,,
U02930,David Johnson,P1959,Male,55+,41,Single,California,East,Sales,Clothing,4,16884,,
U02931,Emily Brown,P7615,Male,26-35,40,Single,California,South,Accountant,Electronics,7,14192,,
U02932,Sara Johnson,P1280,Male,26-35,46,Married,Jeddah,South,Student,Electronics,2,5949,,
U02933,Ali Brown,P3508,Male,26-35,28,Single,Texas,East,Engineer,Groceries,2,19248,,
U02934,Ali Lee,P2148,Female,18-25,23,Single,Jeddah,South,Engineer,Electronics,9,2754,,
U02935,Daniel Wilson,P2240,Female,18-25,31,Married,Medina,Central,Sales,Furniture,6,37110,,
U02936,Mohammed Brown,P2503,Female,36-45,36,Married,Texas,West,Teacher,Groceries,10,11873,,
U02937,Aisha Brown,P4970,Male,18-25,25,Married,Riyadh,South,Analyst,Electronics,4,40582,,
U02938,Sophia Khan,P1742,Female,26-35,54,Married,California,North,Student,Electronics,10,15762,,
U02939,Sara Lee,P3791,Female,36-45,48,Married,Jeddah,South,Analyst,Sports,6,15483,,
U02940,David Smith,P6087,Female,18-25,51,Single,Dammam,North,Accountant,Groceries,4,27344,,
U02941,Ali Brown,P2000,Male,36-45,59,Married,New York,South,Teacher,Furniture,8,42074,,
U02942,Emily Wilson,P5648,Female,55+,60,Married,Medina,Central,Developer,Electronics,8,28770,,
U02943,Mohammed Smith,P9840,Female,46-55,27,Single,Jeddah,West,Developer,Sports,3,45636,,
U02944,Sophia Wilson,P2552,Male,36-45,44,Married,California,Central,Engineer,Furniture,7,11583,,
U02945,Aisha Ahmed,P1949,Female,55+,45,Married,Riyadh,North,Student,Beauty,1,24162,,
U02946,Emily Lee,P9735,Male,26-35,29,Single,California,South,Accountant,Groceries,6,30376,,
U02947,Ali Wilson,P2160,Male,36-45,49,Married,Medina,Central,Developer,Electronics,4,34664,,
U02948,David Smith,P4970,Female,36-45,40,Married,Medina,West,Engineer,Furniture,3,25412,,
U02949,Michael Lee,P8098,Male,26-35,33,Married,California,West,Teacher,Beauty,2,16731,,
U02950,Aisha Ahmed,P7899,Female,46-55,19,Married,Jeddah,North,Manager,Clothing,4,9032,,
U02951,Michael Garcia,P1011,Male,36-45,33,Single,Makkah,Central,Student,Groceries,10,23589,,
U02952,John Brown,P4269,Female,18-25,48,Married,Makkah,East,Engineer,Furniture,4,26549,,
U02953,Mohammed Wilson,P8817,Female,46-55,40,Single,Mumbai,Central,Sales,Electronics,8,47685,,
U02954,Michael Ahmed,P3092,Male,46-55,29,Married,Medina,Central,Analyst,Sports,10,551,,
U02955,Michael Brown,P2302,Male,26-35,51,Single,California,West,Manager,Clothing,9,20049,,
U02956,Olivia Garcia,P3350,Female,46-55,44,Married,Medina,North,Engineer,Clothing,4,41821,,
U02957,Mohammed Brown,P5876,Female,55+,53,Single,Riyadh,West,Accountant,Sports,4,16541,,
